,Unnamed: 0,equipment,model,manufacturer,losses_total,abandoned,abandoned and destroyed,captured,captured and destroyed,damaged,damaged and abandoned,damaged and captured,damaged beyond economical repair,destroyed,sunk,lost_by
248,248,Radars And Communications Equipment,AN/TPQ-50 counter-battery radar,the United States,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,ukraine
249,249,Radars And Communications Equipment,ARTHUR counter-battery radar,the United Kingdom,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
250,250,Radars And Communications Equipment,Unknown counter mortar/battery radar,the United States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
251,251,Jammers And Deception Systems,NOTA,Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
252,252,Jammers And Deception Systems,Bukovel-AD EW system,Ukraine,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
253,253,Aircraft,MiG-29 fighter aircraft,the Soviet Union,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,ukraine
254,254,Aircraft,Su-27 fighter aircraft,the Soviet Union,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,ukraine
255,255,Aircraft,Su-25 close air support aircraft,the Soviet Union,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,ukraine
256,256,Aircraft,Su-24M strike aircraft,the Soviet Union,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,ukraine
257,257,Aircraft,Su-24MR tactical reconnaissance aircraft,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
258,258,Aircraft,L-39 Albatros,the Czech Republic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
259,259,Aircraft,Il-76 transport aircraft,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
260,260,Aircraft,An-26 transport aircraft,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
261,261,Helicopters,Mi-2 training helicopter,the Soviet Union,5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
262,262,Helicopters,Mi-8 transport helicopter,the Soviet Union,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,ukraine
263,263,Helicopters,Mi-14PS maritime helicopter,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
264,264,Helicopters,Mi-24P attack helicopter,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
265,265,Helicopters,Mi-24 attack helicopter,the Soviet Union,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,ukraine
266,266,Helicopters,Airbus H225 transport helicopter,France,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
267,267,Unmanned Combat Aerial Vehicles,Bayraktar TB2,Turkey,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,ukraine
268,268,Unmanned Combat Aerial Vehicles,Avenger,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
269,269,Reconnaissance Unmanned Aerial Vehicles,A1-SM Fury,Ukraine,45,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,ukraine
270,270,Reconnaissance Unmanned Aerial Vehicles,ASU-1 Valkyrja,Ukraine,29,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,ukraine
271,271,Reconnaissance Unmanned Aerial Vehicles,Leleka-100,Ukraine,36,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,ukraine
272,272,Reconnaissance Unmanned Aerial Vehicles,Spaitech Sparrow,Ukraine,4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
273,273,Reconnaissance Unmanned Aerial Vehicles,Spectator-M1,Ukraine,5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
274,274,Reconnaissance Unmanned Aerial Vehicles,Dovbush T10,Ukraine,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
275,275,Reconnaissance Unmanned Aerial Vehicles,PD-1,Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
276,276,Reconnaissance Unmanned Aerial Vehicles,UJ-22,Ukraine,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
277,277,Reconnaissance Unmanned Aerial Vehicles,ITEC Skif,Ukraine,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
278,278,Reconnaissance Unmanned Aerial Vehicles,Shark,Ukraine,7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,ukraine
279,279,Reconnaissance Unmanned Aerial Vehicles,Mara-2M,Ukraine,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
280,280,Reconnaissance Unmanned Aerial Vehicles,Chaklun,Ukraine,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
281,281,Reconnaissance Unmanned Aerial Vehicles,Orlik,the Czech Republic,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
282,282,Reconnaissance Unmanned Aerial Vehicles,Primoco One 150,the Czech Republic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
283,283,Reconnaissance Unmanned Aerial Vehicles,FlyEye,Poland,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
284,284,Reconnaissance Unmanned Aerial Vehicles,Penguin C,Latvia,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
285,285,Reconnaissance Unmanned Aerial Vehicles,Poseidon H10,Cyprus,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
286,286,Reconnaissance Unmanned Aerial Vehicles,EOS-C VTOL,Estonia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
287,287,Reconnaissance Unmanned Aerial Vehicles,Bayraktar Mini,Turkey,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
288,288,Reconnaissance Unmanned Aerial Vehicles,AeroVironment RQ-20 Puma,the United States,12,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,ukraine
289,289,Reconnaissance Unmanned Aerial Vehicles,AeroVironment Quantix Recon UAV,the United States,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
290,290,Reconnaissance Unmanned Aerial Vehicles,Boeing Insitu ScanEagle 2,the United States,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
291,291,Reconnaissance Unmanned Aerial Vehicles,Malloy Aeronautics T150 cargo UAV,the United Kingdom,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
292,292,Reconnaissance Unmanned Aerial Vehicles,Unknown reconnaissance UAV,Ukraine,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
293,293,Naval Ships,Krivak III-class frigate,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
294,294,Naval Ships,Gyurza-M-class gunboat,Ukraine,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
295,295,Naval Ships,Gyurza-M-class gunboat,Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
296,296,Naval Ships,Gyurza-M-class gunboat,Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
297,297,Naval Ships,Gyurza-M-class gunboat,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
298,298,Naval Ships,Gyurza-M-class gunboat,Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
299,299,Naval Ships,Island-class patrol boat,the United States,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ukraine
300,300,Naval Ships,Stenka-class patrol boat (Operated by the Sea Guard),the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ukraine
301,301,Naval Ships,Zhuk-class patrol boat (Sea Guard),the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
302,302,Naval Ships,Zhuk-class patrol boat (Sea Guard),the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
303,303,Naval Ships,Zhuk-class patrol boat (Sea Guard),the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
304,304,Naval Ships,Sorum-class seagoing tugboat,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
305,305,Naval Ships,Project 376 Yaroslavets-class general purpose tugboat,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
306,306,Naval Ships,Project 1258 Yevgenya-class minesweeper,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ukraine
307,307,Naval Ships,Pr.304 Amur-class command ship,Poland,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
308,308,Naval Ships,Project 58181 Centaur-class fast assault boat,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ukraine
309,309,Naval Ships,UMS-600 patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
310,310,Naval Ships,UMS-1000 patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
311,311,Naval Ships,UMS-1000 patrol boat (Sea Guard),Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ukraine
312,312,Naval Ships,UMS-1000 patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
313,313,Naval Ships,UMS-1000 patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
314,314,Naval Ships,UMS-1000 patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
315,315,Naval Ships,Project 50030 Kalkan-class patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
316,316,Naval Ships,Project 50030 Kalkan-class patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
317,317,Naval Ships,Project 50030 Kalkan-class patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
318,318,Naval Ships,Project 50030 Kalkan-class patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
319,319,Naval Ships,Unknown patrol boat (Sea Guard),Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
320,320,"Trucks, Vehicles, and Jeeps",KrAZ-214,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
321,321,"Trucks, Vehicles, and Jeeps",KrAZ-255B,the Soviet Union,16,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,ukraine
322,322,"Trucks, Vehicles, and Jeeps",KrAZ-260,the Soviet Union,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
323,323,"Trucks, Vehicles, and Jeeps",KrAZ-6322,Ukraine,42,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,ukraine
324,324,"Trucks, Vehicles, and Jeeps",KrAZ-6322 Raptor,Ukraine,8,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
325,325,"Trucks, Vehicles, and Jeeps",KrAZ-6446,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
326,326,"Trucks, Vehicles, and Jeeps",KrAZ-5233,Ukraine,34,0.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,ukraine
327,327,"Trucks, Vehicles, and Jeeps",ATs-10-260 Fuel Tanker,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
328,328,"Trucks, Vehicles, and Jeeps",Bogdan-5316,Ukraine,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,ukraine
329,329,"Trucks, Vehicles, and Jeeps",Bogdan-63172,Ukraine,30,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,ukraine
330,330,"Trucks, Vehicles, and Jeeps",Bogdan-63172 'Kozak',Ukraine,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
331,331,"Trucks, Vehicles, and Jeeps",9T217 transloader (for 9K33 Osa),the Soviet Union,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,ukraine
332,332,"Trucks, Vehicles, and Jeeps",GAZ-53,the Soviet Union,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
333,333,"Trucks, Vehicles, and Jeeps",GAZ-63,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
334,334,"Trucks, Vehicles, and Jeeps",GAZ-66,the Soviet Union,103,1.0,0.0,28.0,0.0,2.0,2.0,2.0,0.0,68.0,0.0,ukraine
335,335,"Trucks, Vehicles, and Jeeps",GAZ-66,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
336,336,"Trucks, Vehicles, and Jeeps",GAZ-66,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
337,337,"Trucks, Vehicles, and Jeeps",GAZ-66,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
338,338,"Trucks, Vehicles, and Jeeps",GAZ-66 tanker,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
339,339,"Trucks, Vehicles, and Jeeps",GAZ-3308,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
340,340,"Trucks, Vehicles, and Jeeps",GAZ-3308 tanker,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
341,341,"Trucks, Vehicles, and Jeeps",ZiL-130,the Soviet Union,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,ukraine
342,342,"Trucks, Vehicles, and Jeeps",ZiL-130,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
343,343,"Trucks, Vehicles, and Jeeps",ZiL-130 tanker,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
344,344,"Trucks, Vehicles, and Jeeps",ZiL-131,the Soviet Union,136,1.0,0.0,43.0,0.0,1.0,0.0,2.0,0.0,89.0,0.0,ukraine
345,345,"Trucks, Vehicles, and Jeeps",ZiL-131,the Soviet Union,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,ukraine
346,346,"Trucks, Vehicles, and Jeeps",ZiL-131,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
347,347,"Trucks, Vehicles, and Jeeps",ZiL-131 tanker,the Soviet Union,6,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,ukraine
348,348,"Trucks, Vehicles, and Jeeps",ZiL-157,the Soviet Union,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
349,349,"Trucks, Vehicles, and Jeeps",ZiL-181,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
350,350,"Trucks, Vehicles, and Jeeps",ZiL-4331,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
351,351,"Trucks, Vehicles, and Jeeps",Ural-375D,the Soviet Union,10,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
352,352,"Trucks, Vehicles, and Jeeps",Ural-4320,the Soviet Union,51,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,40.0,0.0,ukraine
353,353,"Trucks, Vehicles, and Jeeps",Ural-4320,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
354,354,"Trucks, Vehicles, and Jeeps",Ural tanker,the Soviet Union,15,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,ukraine
355,355,"Trucks, Vehicles, and Jeeps",KamAZ 6x6,the Soviet Union,22,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,13.0,0.0,ukraine
356,356,"Trucks, Vehicles, and Jeeps",KamAZ 6x6 tanker,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
357,357,"Trucks, Vehicles, and Jeeps",MAZ-537,the Soviet Union,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
358,358,"Trucks, Vehicles, and Jeeps",MAZ AC-8-500A Tanker,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
359,359,"Trucks, Vehicles, and Jeeps",MAZ-5336,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
360,360,"Trucks, Vehicles, and Jeeps",MAZ-5337 fuel tanker,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
361,361,"Trucks, Vehicles, and Jeeps",MAZ TZ-500 tanker,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
362,362,"Trucks, Vehicles, and Jeeps",FMTV M1083A1P2,the United States,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,ukraine
363,363,"Trucks, Vehicles, and Jeeps",Jelcz P882 D53,Poland,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
364,364,"Trucks, Vehicles, and Jeeps",Mercedes-Benz Unimog U1300L ambulance,Germany,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
365,365,"Trucks, Vehicles, and Jeeps",Pinzgauer Vector 718,the United Kingdom,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,ukraine
366,366,"Trucks, Vehicles, and Jeeps",Land Rover Defender,the United Kingdom,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,ukraine
367,367,"Trucks, Vehicles, and Jeeps",UAZ-469 jeep,the Soviet Union,13,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,ukraine
368,368,"Trucks, Vehicles, and Jeeps",UAZ-31514,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
369,369,"Trucks, Vehicles, and Jeeps",UAZ-452 van,the Soviet Union,34,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,30.0,0.0,ukraine
370,370,"Trucks, Vehicles, and Jeeps",Armoured Volkswagen Amarok pickup truck,Germany,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ukraine
371,371,"Trucks, Vehicles, and Jeeps",Bogdan-2251 ambulance pickup truck,Ukraine,16,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,ukraine
372,372,"Trucks, Vehicles, and Jeeps",Armed pickup truck,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
373,373,"Trucks, Vehicles, and Jeeps",Armed pickup truck,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
374,374,"Trucks, Vehicles, and Jeeps",Armed pickup truck,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
375,375,"Trucks, Vehicles, and Jeeps",Armed tactical buggy,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
376,376,"Trucks, Vehicles, and Jeeps",Ford Ranger,the United States,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ukraine
377,377,"Trucks, Vehicles, and Jeeps",Peugeot P4,France,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
378,378,"Trucks, Vehicles, and Jeeps",DAF YAD 4442 NT,the Netherlands,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
379,379,"Trucks, Vehicles, and Jeeps",Iveco Magirus 90-16 AW 4x4,Italy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
380,380,"Trucks, Vehicles, and Jeeps",Iveco VM90,Italy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
381,381,"Trucks, Vehicles, and Jeeps",Downgraded Mowag Eagle II,Switzerland,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
382,382,"Trucks, Vehicles, and Jeeps",Unknown truck,Ukraine,69,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,62.0,0.0,ukraine
383,383,"Trucks, Vehicles, and Jeeps",Unknown truck,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
384,384,"Trucks, Vehicles, and Jeeps",Unknown vehicle,Ukraine,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,ukraine
